Product Type,Version,Channel,Month,Unit cost,Unit sale price
First Aid,Budget version 2,Warehouse Store,Aug,8.0136,12.455
Golf Accessories,Budget version 1,Warehouse Store,Aug,30.0722,64.3208
Golf Accessories,Budget version 2,Warehouse Store,Aug,28.3656,66.25
Insect Repellents,Budget version 1,Warehouse Store,Aug,2.438,6.4342
Insect Repellents,Budget version 2,Warehouse Store,Aug,2.3002,6.625
Irons,Budget version 1,Warehouse Store,Aug,366.707,634.834
Irons,Budget version 2,Warehouse Store,Aug,345.9522,653.8822
Knives,Budget version 1,Warehouse Store,Aug,37.1636,52.1308
Knives,Budget version 2,Warehouse Store,Aug,35.0648,53.689
Lanterns,Budget version 1,Warehouse Store,Aug,22.4084,30.8672
Lanterns,Budget version 2,Warehouse Store,Aug,21.1364,31.7894
Navigation,Budget version 1,Warehouse Store,Aug,98.9298,141.2344
Navigation,Budget version 2,Warehouse Store,Aug,93.333,145.4744
Packs,Budget version 1,Warehouse Store,Aug,134.1006,185.8922
Packs,Budget version 2,Warehouse Store,Aug,126.511,191.4678
Putters,Budget version 1,Warehouse Store,Aug,66.303,123.0342
Putters,Budget version 2,Warehouse Store,Aug,62.5506,126.723
Rope,Budget version 1,Warehouse Store,Aug,233.2,311.1842
Rope,Budget version 2,Warehouse Store,Aug,220.003,320.5122
Safety,Budget version 1,Warehouse Store,Aug,51.6008,76.7864
Safety,Budget version 2,Warehouse Store,Aug,48.6752,79.0866
Sleeping Bags,Budget version 1,Warehouse Store,Aug,82.6906,110.0598
Sleeping Bags,Budget version 2,Warehouse Store,Aug,78.0054,113.3564
Sunscreen,Budget version 1,Warehouse Store,Aug,2.4168,5.0986
Sunscreen,Budget version 2,Warehouse Store,Aug,2.279,5.2576
Tents,Budget version 1,Warehouse Store,Aug,408.1424,480.6146
Tents,Budget version 2,Warehouse Store,Aug,385.045,495.0306
Tools,Budget version 1,Warehouse Store,Aug,40.4284,59.4342
Tools,Budget version 2,Warehouse Store,Aug,38.1388,61.215
Watches,Budget version 1,Warehouse Store,Aug,58.671,102.5444
Watches,Budget version 2,Warehouse Store,Aug,55.3426,105.6184
Woods,Budget version 1,Warehouse Store,Aug,583.106,1005.8446
Woods,Budget version 2,Warehouse Store,Aug,550.0976,1036.0228
Binoculars,Budget version 1,Equipment Rental Store,Aug,92.675,127.028
Binoculars,Budget version 2,Equipment Rental Store,Aug,87.428,130.834
Climbing Accessories,Budget version 1,Equipment Rental Store,Aug,23.21,35.2
Climbing Accessories,Budget version 2,Equipment Rental Store,Aug,21.901,36.256
Cooking Gear,Budget version 1,Equipment Rental Store,Aug,32.857,44.341
Cooking Gear,Budget version 2,Equipment Rental Store,Aug,30.998,45.672
Eyewear,Budget version 1,Equipment Rental Store,Aug,76.505,109.714
Eyewear,Budget version 2,Equipment Rental Store,Aug,72.171,113.003
First Aid,Budget version 1,Equipment Rental Store,Aug,8.822,12.551
First Aid,Budget version 2,Equipment Rental Store,Aug,8.316,12.925
Golf Accessories,Budget version 1,Equipment Rental Store,Aug,31.207,66.748
Golf Accessories,Budget version 2,Equipment Rental Store,Aug,29.436,68.75
Insect Repellents,Budget version 1,Equipment Rental Store,Aug,2.53,6.677
Insect Repellents,Budget version 2,Equipment Rental Store,Aug,2.387,6.875
Irons,Budget version 1,Equipment Rental Store,Aug,380.545,658.79
Irons,Budget version 2,Equipment Rental Store,Aug,359.007,678.557
Knives,Budget version 1,Equipment Rental Store,Aug,38.566,54.098
Knives,Budget version 2,Equipment Rental Store,Aug,36.388,55.715
Lanterns,Budget version 1,Equipment Rental Store,Aug,23.254,32.032
Lanterns,Budget version 2,Equipment Rental Store,Aug,21.934,32.989
Navigation,Budget version 1,Equipment Rental Store,Aug,102.663,146.564
Navigation,Budget version 2,Equipment Rental Store,Aug,96.855,150.964
Packs,Budget version 1,Equipment Rental Store,Aug,139.161,192.907
Packs,Budget version 2,Equipment Rental Store,Aug,131.285,198.693
Putters,Budget version 1,Equipment Rental Store,Aug,68.805,127.677
Putters,Budget version 2,Equipment Rental Store,Aug,64.911,131.505
Rope,Budget version 1,Equipment Rental Store,Aug,242,322.927
Rope,Budget version 2,Equipment Rental Store,Aug,228.305,332.607
Safety,Budget version 1,Equipment Rental Store,Aug,53.548,79.684
Safety,Budget version 2,Equipment Rental Store,Aug,50.512,82.071
Sleeping Bags,Budget version 1,Equipment Rental Store,Aug,85.811,114.213
Sleeping Bags,Budget version 2,Equipment Rental Store,Aug,80.949,117.634
Sunscreen,Budget version 1,Equipment Rental Store,Aug,2.508,5.291
Sunscreen,Budget version 2,Equipment Rental Store,Aug,2.365,5.456
Tents,Budget version 1,Equipment Rental Store,Aug,423.544,498.751
Tents,Budget version 2,Equipment Rental Store,Aug,399.575,513.711
Tools,Budget version 1,Equipment Rental Store,Aug,41.954,61.677
Tools,Budget version 2,Equipment Rental Store,Aug,39.578,63.525
Watches,Budget version 1,Equipment Rental Store,Aug,60.885,106.414
Watches,Budget version 2,Equipment Rental Store,Aug,57.431,109.604
Woods,Budget version 1,Equipment Rental Store,Aug,605.11,1043.801
Woods,Budget version 2,Equipment Rental Store,Aug,570.856,1075.118
Binoculars,Budget version 1,Outdoors Shop,Aug,82.565,113.1704
Binoculars,Budget version 2,Outdoors Shop,Aug,77.8904,116.5612
Climbing Accessories,Budget version 1,Outdoors Shop,Aug,20.678,31.36
Climbing Accessories,Budget version 2,Outdoors Shop,Aug,19.5118,32.3008
Cooking Gear,Budget version 1,Outdoors Shop,Aug,29.2726,39.5038
Cooking Gear,Budget version 2,Outdoors Shop,Aug,27.6164,40.6896
Eyewear,Budget version 1,Outdoors Shop,Aug,68.159,97.7452
Eyewear,Budget version 2,Outdoors Shop,Aug,64.2978,100.6754
First Aid,Budget version 1,Outdoors Shop,Aug,7.8596,11.1818
First Aid,Budget version 2,Outdoors Shop,Aug,7.4088,11.515
Golf Accessories,Budget version 1,Outdoors Shop,Aug,27.8026,59.4664
Golf Accessories,Budget version 2,Outdoors Shop,Aug,26.2248,61.25
Insect Repellents,Budget version 1,Outdoors Shop,Aug,2.254,5.9486
Insect Repellents,Budget version 2,Outdoors Shop,Aug,2.1266,6.125
Irons,Budget version 1,Outdoors Shop,Aug,339.031,586.922
Irons,Budget version 2,Outdoors Shop,Aug,319.8426,604.5326
Knives,Budget version 1,Outdoors Shop,Aug,34.3588,48.1964
Knives,Budget version 2,Outdoors Shop,Aug,32.4184,49.637
Lanterns,Budget version 1,Outdoors Shop,Aug,20.7172,28.5376
Lanterns,Budget version 2,Outdoors Shop,Aug,19.5412,29.3902
Navigation,Budget version 1,Outdoors Shop,Aug,91.4634,130.5752
Navigation,Budget version 2,Outdoors Shop,Aug,86.289,134.4952
Packs,Budget version 1,Outdoors Shop,Aug,123.9798,171.8626
Packs,Budget version 2,Outdoors Shop,Aug,116.963,177.0174
Putters,Budget version 1,Outdoors Shop,Aug,61.299,113.7486
Putters,Budget version 2,Outdoors Shop,Aug,57.8298,117.159
Rope,Budget version 1,Outdoors Shop,Aug,215.6,287.6986
Rope,Budget version 2,Outdoors Shop,Aug,203.399,296.3226
Safety,Budget version 1,Outdoors Shop,Aug,47.7064,70.9912
Safety,Budget version 2,Outdoors Shop,Aug,45.0016,73.1178
Sleeping Bags,Budget version 1,Outdoors Shop,Aug,76.4498,101.7534
Sleeping Bags,Budget version 2,Outdoors Shop,Aug,72.1182,104.8012
Sunscreen,Budget version 1,Outdoors Shop,Aug,2.2344,4.7138
Sunscreen,Budget version 2,Outdoors Shop,Aug,2.107,4.8608
Tents,Budget version 1,Outdoors Shop,Aug,377.3392,444.3418
Tents,Budget version 2,Outdoors Shop,Aug,355.985,457.6698
Tools,Budget version 1,Outdoors Shop,Aug,37.3772,54.9486
Tools,Budget version 2,Outdoors Shop,Aug,35.2604,56.595
Watches,Budget version 1,Outdoors Shop,Aug,54.243,94.8052
Watches,Budget version 2,Outdoors Shop,Aug,51.1658,97.6472
Woods,Budget version 1,Outdoors Shop,Aug,539.098,929.9318
Woods,Budget version 2,Outdoors Shop,Aug,508.5808,957.8324
Binoculars,Budget version 1,Eyewear Store,Aug,84.25,115.48
Binoculars,Budget version 2,Eyewear Store,Aug,79.48,118.94
Climbing Accessories,Budget version 1,Eyewear Store,Aug,21.1,32
Climbing Accessories,Budget version 2,Eyewear Store,Aug,19.91,32.96
Cooking Gear,Budget version 1,Eyewear Store,Aug,29.87,40.31
Cooking Gear,Budget version 2,Eyewear Store,Aug,28.18,41.52
Eyewear,Budget version 1,Eyewear Store,Aug,69.55,99.74
Eyewear,Budget version 2,Eyewear Store,Aug,65.61,102.73
First Aid,Budget version 1,Eyewear Store,Aug,8.02,11.41
First Aid,Budget version 2,Eyewear Store,Aug,7.56,11.75
Lanterns,Budget version 1,Eyewear Store,Aug,21.14,29.12
Lanterns,Budget version 2,Eyewear Store,Aug,19.94,29.99
Navigation,Budget version 1,Eyewear Store,Aug,93.33,133.24
Navigation,Budget version 2,Eyewear Store,Aug,88.05,137.24
Packs,Budget version 1,Eyewear Store,Aug,126.51,175.37
Packs,Budget version 2,Eyewear Store,Aug,119.35,180.63
Safety,Budget version 1,Eyewear Store,Aug,48.68,72.44
Safety,Budget version 2,Eyewear Store,Aug,45.92,74.61
Binoculars,Budget version 1,Sports Store,Aug,84.25,115.48
Binoculars,Budget version 2,Sports Store,Aug,79.48,118.94
Climbing Accessories,Budget version 1,Sports Store,Aug,21.1,32
Climbing Accessories,Budget version 2,Sports Store,Aug,19.91,32.96
Cooking Gear,Budget version 1,Sports Store,Aug,29.87,40.31
Cooking Gear,Budget version 2,Sports Store,Aug,28.18,41.52
Eyewear,Budget version 1,Sports Store,Aug,69.55,99.74
Eyewear,Budget version 2,Sports Store,Aug,65.61,102.73
First Aid,Budget version 1,Sports Store,Aug,8.02,11.41
First Aid,Budget version 2,Sports Store,Aug,7.56,11.75
Golf Accessories,Budget version 1,Sports Store,Aug,28.37,60.68
Golf Accessories,Budget version 2,Sports Store,Aug,26.76,62.5
Insect Repellents,Budget version 1,Sports Store,Aug,2.3,6.07
Insect Repellents,Budget version 2,Sports Store,Aug,2.17,6.25
Irons,Budget version 1,Sports Store,Aug,345.95,598.9
Irons,Budget version 2,Sports Store,Aug,326.37,616.87
Knives,Budget version 1,Sports Store,Aug,35.06,49.18
Knives,Budget version 2,Sports Store,Aug,33.08,50.65
Lanterns,Budget version 1,Sports Store,Aug,21.14,29.12
Lanterns,Budget version 2,Sports Store,Aug,19.94,29.99
Navigation,Budget version 1,Sports Store,Aug,93.33,133.24
Navigation,Budget version 2,Sports Store,Aug,88.05,137.24
Packs,Budget version 1,Sports Store,Aug,126.51,175.37
Packs,Budget version 2,Sports Store,Aug,119.35,180.63
Putters,Budget version 1,Sports Store,Aug,62.55,116.07
Putters,Budget version 2,Sports Store,Aug,59.01,119.55
Rope,Budget version 1,Sports Store,Aug,220,293.57
Rope,Budget version 2,Sports Store,Aug,207.55,302.37
Safety,Budget version 1,Sports Store,Aug,48.68,72.44
Safety,Budget version 2,Sports Store,Aug,45.92,74.61
Sleeping Bags,Budget version 1,Sports Store,Aug,78.01,103.83
Sleeping Bags,Budget version 2,Sports Store,Aug,73.59,106.94
Sunscreen,Budget version 1,Sports Store,Aug,2.28,4.81
Sunscreen,Budget version 2,Sports Store,Aug,2.15,4.96
Tents,Budget version 1,Sports Store,Aug,385.04,453.41
Tents,Budget version 2,Sports Store,Aug,363.25,467.01
Tools,Budget version 1,Sports Store,Aug,38.14,56.07
Tools,Budget version 2,Sports Store,Aug,35.98,57.75
Watches,Budget version 1,Sports Store,Aug,55.35,96.74
Watches,Budget version 2,Sports Store,Aug,52.21,99.64
Woods,Budget version 1,Sports Store,Aug,550.1,948.91
Woods,Budget version 2,Sports Store,Aug,518.96,977.38
Binoculars,Budget version 1,Golf Shop,Sep,84.25,115.48
Binoculars,Budget version 2,Golf Shop,Sep,79.48,118.94
Climbing Accessories,Budget version 1,Golf Shop,Sep,21.1,32
Climbing Accessories,Budget version 2,Golf Shop,Sep,19.91,32.96
Cooking Gear,Budget version 1,Golf Shop,Sep,29.87,40.31
Cooking Gear,Budget version 2,Golf Shop,Sep,28.18,41.52
Eyewear,Budget version 1,Golf Shop,Sep,69.55,99.74
Eyewear,Budget version 2,Golf Shop,Sep,65.61,102.73
First Aid,Budget version 1,Golf Shop,Sep,8.02,11.41
First Aid,Budget version 2,Golf Shop,Sep,7.56,11.75
Golf Accessories,Budget version 1,Golf Shop,Sep,28.37,60.68
Golf Accessories,Budget version 2,Golf Shop,Sep,26.76,62.5
Insect Repellents,Budget version 1,Golf Shop,Sep,2.3,6.07
Insect Repellents,Budget version 2,Golf Shop,Sep,2.17,6.25
Irons,Budget version 1,Golf Shop,Sep,345.95,598.9
Irons,Budget version 2,Golf Shop,Sep,326.37,616.87
Knives,Budget version 1,Golf Shop,Sep,35.06,49.18
Knives,Budget version 2,Golf Shop,Sep,33.08,50.65
Lanterns,Budget version 1,Golf Shop,Sep,21.14,29.12
Lanterns,Budget version 2,Golf Shop,Sep,19.94,29.99
Navigation,Budget version 1,Golf Shop,Sep,93.33,133.24
Navigation,Budget version 2,Golf Shop,Sep,88.05,137.24
Packs,Budget version 1,Golf Shop,Sep,126.51,175.37
Packs,Budget version 2,Golf Shop,Sep,119.35,180.63
Putters,Budget version 1,Golf Shop,Sep,62.55,116.07
Putters,Budget version 2,Golf Shop,Sep,59.01,119.55
Rope,Budget version 1,Golf Shop,Sep,220,293.57
Rope,Budget version 2,Golf Shop,Sep,207.55,302.37
Safety,Budget version 1,Golf Shop,Sep,48.68,72.44
Safety,Budget version 2,Golf Shop,Sep,45.92,74.61
Sleeping Bags,Budget version 1,Golf Shop,Sep,78.01,103.83
Sleeping Bags,Budget version 2,Golf Shop,Sep,73.59,106.94
Sunscreen,Budget version 1,Golf Shop,Sep,2.28,4.81
Sunscreen,Budget version 2,Golf Shop,Sep,2.15,4.96
Tents,Budget version 1,Golf Shop,Sep,385.04,453.41
Tents,Budget version 2,Golf Shop,Sep,363.25,467.01
Tools,Budget version 1,Golf Shop,Sep,38.14,56.07
Tools,Budget version 2,Golf Shop,Sep,35.98,57.75
Watches,Budget version 1,Golf Shop,Sep,55.35,96.74
Watches,Budget version 2,Golf Shop,Sep,52.21,99.64
Woods,Budget version 1,Golf Shop,Sep,550.1,948.91
Woods,Budget version 2,Golf Shop,Sep,518.96,977.38
Binoculars,Budget version 1,Department Store,Sep,88.4625,121.254
Binoculars,Budget version 2,Department Store,Sep,83.454,124.887
Climbing Accessories,Budget version 1,Department Store,Sep,22.155,33.6
Climbing Accessories,Budget version 2,Department Store,Sep,20.9055,34.608
Cooking Gear,Budget version 1,Department Store,Sep,31.3635,42.3255
Cooking Gear,Budget version 2,Department Store,Sep,29.589,43.596
Eyewear,Budget version 1,Department Store,Sep,73.0275,104.727
Eyewear,Budget version 2,Department Store,Sep,68.8905,107.8665
First Aid,Budget version 1,Department Store,Sep,8.421,11.9805
First Aid,Budget version 2,Department Store,Sep,7.938,12.3375
Golf Accessories,Budget version 1,Department Store,Sep,29.7885,63.714
Golf Accessories,Budget version 2,Department Store,Sep,28.098,65.625
Insect Repellents,Budget version 1,Department Store,Sep,2.415,6.3735
Insect Repellents,Budget version 2,Department Store,Sep,2.2785,6.5625
Irons,Budget version 1,Department Store,Sep,363.2475,628.845
Irons,Budget version 2,Department Store,Sep,342.6885,647.7135
Knives,Budget version 1,Department Store,Sep,36.813,51.639
Knives,Budget version 2,Department Store,Sep,34.734,53.1825
Lanterns,Budget version 1,Department Store,Sep,22.197,30.576
Lanterns,Budget version 2,Department Store,Sep,20.937,31.4895
Navigation,Budget version 1,Department Store,Sep,97.9965,139.902
Navigation,Budget version 2,Department Store,Sep,92.4525,144.102
Packs,Budget version 1,Department Store,Sep,132.8355,184.1385
Packs,Budget version 2,Department Store,Sep,125.3175,189.6615
Putters,Budget version 1,Department Store,Sep,65.6775,121.8735
Putters,Budget version 2,Department Store,Sep,61.9605,125.5275
Rope,Budget version 1,Department Store,Sep,231,308.2485
Rope,Budget version 2,Department Store,Sep,217.9275,317.4885
Safety,Budget version 1,Department Store,Sep,51.114,76.062
Safety,Budget version 2,Department Store,Sep,48.216,78.3405
Sleeping Bags,Budget version 1,Department Store,Sep,81.9105,109.0215
Sleeping Bags,Budget version 2,Department Store,Sep,77.2695,112.287
Sunscreen,Budget version 1,Department Store,Sep,2.394,5.0505
Sunscreen,Budget version 2,Department Store,Sep,2.2575,5.208
Tents,Budget version 1,Department Store,Sep,404.292,476.0805
Tents,Budget version 2,Department Store,Sep,381.4125,490.3605
Tools,Budget version 1,Department Store,Sep,40.047,58.8735
Tools,Budget version 2,Department Store,Sep,37.779,60.6375
Watches,Budget version 1,Department Store,Sep,58.1175,101.577
Watches,Budget version 2,Department Store,Sep,54.8205,104.622
Woods,Budget version 1,Department Store,Sep,577.605,996.3555
Woods,Budget version 2,Department Store,Sep,544.908,1026.249
Binoculars,Budget version 1,Direct Marketing,Sep,87.62,120.0992
Binoculars,Budget version 2,Direct Marketing,Sep,82.6592,123.6976
Climbing Accessories,Budget version 1,Direct Marketing,Sep,21.944,33.28
Climbing Accessories,Budget version 2,Direct Marketing,Sep,20.7064,34.2784
Cooking Gear,Budget version 1,Direct Marketing,Sep,31.0648,41.9224
Cooking Gear,Budget version 2,Direct Marketing,Sep,29.3072,43.1808
Eyewear,Budget version 1,Direct Marketing,Sep,72.332,103.7296
Eyewear,Budget version 2,Direct Marketing,Sep,68.2344,106.8392
First Aid,Budget version 1,Direct Marketing,Sep,8.3408,11.8664
First Aid,Budget version 2,Direct Marketing,Sep,7.8624,12.22
Golf Accessories,Budget version 1,Direct Marketing,Sep,29.5048,63.1072
Golf Accessories,Budget version 2,Direct Marketing,Sep,27.8304,65
Insect Repellents,Budget version 1,Direct Marketing,Sep,2.392,6.3128
Insect Repellents,Budget version 2,Direct Marketing,Sep,2.2568,6.5
Irons,Budget version 1,Direct Marketing,Sep,359.788,622.856
Irons,Budget version 2,Direct Marketing,Sep,339.4248,641.5448
Knives,Budget version 1,Direct Marketing,Sep,36.4624,51.1472
Knives,Budget version 2,Direct Marketing,Sep,34.4032,52.676
Lanterns,Budget version 1,Direct Marketing,Sep,21.9856,30.2848
Lanterns,Budget version 2,Direct Marketing,Sep,20.7376,31.1896
Navigation,Budget version 1,Direct Marketing,Sep,97.0632,138.5696
Navigation,Budget version 2,Direct Marketing,Sep,91.572,142.7296
Packs,Budget version 1,Direct Marketing,Sep,131.5704,182.3848
Packs,Budget version 2,Direct Marketing,Sep,124.124,187.8552
Putters,Budget version 1,Direct Marketing,Sep,65.052,120.7128
Putters,Budget version 2,Direct Marketing,Sep,61.3704,124.332
Rope,Budget version 1,Direct Marketing,Sep,228.8,305.3128
Rope,Budget version 2,Direct Marketing,Sep,215.852,314.4648
Safety,Budget version 1,Direct Marketing,Sep,50.6272,75.3376
Safety,Budget version 2,Direct Marketing,Sep,47.7568,77.5944
Sleeping Bags,Budget version 1,Direct Marketing,Sep,81.1304,107.9832
Sleeping Bags,Budget version 2,Direct Marketing,Sep,76.5336,111.2176
Sunscreen,Budget version 1,Direct Marketing,Sep,2.3712,5.0024
Sunscreen,Budget version 2,Direct Marketing,Sep,2.236,5.1584
Tents,Budget version 1,Direct Marketing,Sep,400.4416,471.5464
Tents,Budget version 2,Direct Marketing,Sep,377.78,485.6904
Tools,Budget version 1,Direct Marketing,Sep,39.6656,58.3128
Tools,Budget version 2,Direct Marketing,Sep,37.4192,60.06
Watches,Budget version 1,Direct Marketing,Sep,57.564,100.6096
Watches,Budget version 2,Direct Marketing,Sep,54.2984,103.6256
Woods,Budget version 1,Direct Marketing,Sep,572.104,986.8664
Woods,Budget version 2,Direct Marketing,Sep,539.7184,1016.4752
Binoculars,Budget version 1,Warehouse Store,Sep,89.305,122.4088
Binoculars,Budget version 2,Warehouse Store,Sep,84.2488,126.0764
Climbing Accessories,Budget version 1,Warehouse Store,Sep,22.366,33.92
Climbing Accessories,Budget version 2,Warehouse Store,Sep,21.1046,34.9376
Cooking Gear,Budget version 1,Warehouse Store,Sep,31.6622,42.7286
Cooking Gear,Budget version 2,Warehouse Store,Sep,29.8708,44.0112
Eyewear,Budget version 1,Warehouse Store,Sep,73.723,105.7244
Eyewear,Budget version 2,Warehouse Store,Sep,69.5466,108.8938
First Aid,Budget version 1,Warehouse Store,Sep,8.5012,12.0946
